Simplified,Translation,Traditional,Pinyin
他是一位剪纸匠，擅长制作各种剪纸作品。,"Ông ấy là một thợ cắt giấy, rất giỏi làm ra nhiều tác phẩm cắt giấy.",他是一位剪紙匠，擅長製作各種剪紙作品。,tā shì yīwèi jiǎnzhǐ jiàng ， shàncháng zhìzuò gèzhǒng jiǎnzhǐzuòpǐn 。
他是一位裁缝匠，擅长手工缝制衣服。,"Ông ấy là một thợ may, giỏi may bằng tay.",他是一位裁縫匠，擅長手工縫製衣服。,tā shì yīwèi cáiféng jiàng ， shàncháng shǒugōng féngzhì yīfú 。
他是一位造桥匠，负责建造桥梁。,"Ông ấy là một thợ làm cầu, có trách nhiệm xây dựng các cây cầu.",他是一位造橋匠，負責建造橋樑。,tā shì yīwèi zàoqiáo jiàng ， fùzé jiànzào qiáoliáng 。
他是一位制鞋匠，专门制作各种皮鞋。,"Ông ấy là một thợ làm giày, chuyên làm các đôi giày da.",他是一位製鞋匠，專門製作各種皮鞋。,tā shì yīwèi zhì xiéjiàng ， zhuānmén zhìzuò gèzhǒng píxié 。
他是一位石匠，雕刻各种石头雕塑。,"Ông ấy là một thợ đá, chạm khắc các tác phẩm từ đá.",他是一位石匠，雕刻各種石頭雕塑。,tā shì yīwèi shíjiàng ， diāokè gèzhǒng shítou diāosù 。
他是一位酿酒匠，专门制作各种酒类。,"Ông ấy là một thợ làm rượu, chuyên làm các loại rượu.",他是一位釀酒匠，專門製作各種酒類。,tā shì yīwèi niàngjiǔ jiàng ， zhuānmén zhìzuò gèzhǒng jiǔlèi 。
他是一位花匠，负责种植各种花卉。,"Ông ấy là một thợ trồng hoa, chuyên trồng các loại hoa.",他是一位花匠，負責種植各種花卉。,tā shì yīwèi huājiàng ， fùzé zhòngzhí gèzhǒng huāhuì 。
这个匪徒被警方逮捕了。,tên cướp này bị công an bắt giữ.,這個匪徒被警方逮捕了。,zhège fěitú bèi jǐngfāng dàibǔ le 。
匪徒们在山中藏匿。,Những tên tội phạm núp trong núi.,匪徒們在山中藏匿。,fěitú men zài shānzhōng cángnì 。
他的话匪夷所思。,Những lời của anh ta thật khó tin.,他的話匪夷所思。,tā dehuà fěiyísuǒsī 。
那个匪徒跑得非常快。,tên cướp chạy rất nhanh.,那個匪徒跑得非常快。,nàge fěitú pǎo dé fēicháng kuài 。
这个匪帮非常狡猾。,băng nhóm tội phạm này rất tinh ranh.,這個匪幫非常狡猾。,zhège fěibāng fēicháng jiǎohuá 。
他们不是匪，而是英雄。,"Họ không phải là tên cướp, mà là anh hùng.",他們不是匪，而是英雄。,tāmen búshì fěi ， érshì yīngxióng 。
这匪帮很猖狂。,Băng nhóm tội phạm rất dũng cảm.,這匪幫很猖狂。,zhè fěibāng hěn chāngkuáng 。
匪徒们袭击了银行。,Tên cướp đã tấn công vào ngân hàng.,匪徒們襲擊了銀行。,fěitú men xíjī le yínháng 。
那个匪徒被警察击毙了。,tên cướp kia bị cảnh sát bắn chết.,那個匪徒被警察擊斃了。,nàge fěitú bèi jǐngchá jībì le 。
他不是匪，而是商人。,"Anh ấy không phải là tên cướp, mà là thương nhân.",他不是匪，而是商人。,tā búshì fěi ， érshì shāngrén 。
匪徒被关进了监狱。,tên cướp đã bị giam vào tù.,匪徒被關進了監獄。,fěitú bèi guānjìn le jiānyù 。
这匪帮很狡猾。,Băng nhóm tội phạm rất tinh ranh.,這匪幫很狡猾。,zhè fěibāng hěnjiǎohuá 。
匪徒们在夜间行动。,Tên cướp hoạt động vào ban đêm.,匪徒們在夜間行動。,fěitú men zài yèjiān xíngdòng 。
他的话匪夷所思。,Những lời của anh ta thật khó tin.,他的話匪夷所思。,tā dehuà fěiyísuǒsī 。
匪徒的计划被泄露了。,kế hoạch của tên cướp bị bại lộ.,匪徒的計劃被泄露了。,fěitú de jìhuà bèi xièlòu le 。
这个匪帮很猖狂。,Băng nhóm tội phạm rất dũng cảm.,這個匪幫很猖狂。,zhège fěibāng hěn chāngkuáng 。
匪徒被奖励了。,tên cướp bị thưởng.,匪徒被獎勵了。,fěitú bèi jiǎnglì le 。
他不是匪，而是英雄。,"Anh ấy không phải là tên cướp, mà là anh hùng.",他不是匪，而是英雄。,tā búshì fěi ， érshì yīngxióng 。
匪徒的武器被缴获了。,vũ khí của tên cướp bị tịch thu.,匪徒的武器被繳獲了。,fěitú de wǔqì bèi jiǎohuò le 。
他故意匿藏笑容。,Anh ta cố tình giấu nụ cười.,他故意匿藏笑容。,tā gùyì nìcáng xiàoróng 。
她把真相匿藏在心底。,Cô ấy giấu sự thật trong lòng.,她把真相匿藏在心底。,tā bǎ zhēnxiàng nìcáng zài xīndǐ 。
他匿藏在黑暗中，观察着。,"Anh ta núp trong bóng tối, quan sát.",他匿藏在黑暗中，觀察着。,tā nìcáng zài hēiàn zhōng ， guānchá zhe 。
这家小店匿藏在一条小巷里。,Quán nhỏ này núp trong một ngõ nhỏ.,這家小店匿藏在一條小巷裏。,zhèjiā xiǎodiàn nìcáng zài yītiáo xiǎoxiàng lǐ 。
他匿藏在人群里，没被注意到。,"Anh ta núp trong đám đông, không bị chú ý.",他匿藏在人羣裏，沒被注意到。,tā nìcáng zài rénqún lǐ ， méi bèi zhùyì dào 。
这种疾病在这片地区匿藏了多年。,Bệnh này núp trong khu vực này nhiều năm.,這種疾病在這片地區匿藏了多年。,zhèzhǒng jíbìng zài zhèpiàn dìqū nìcáng le duōnián 。
她匿藏了真实原因，只说了部分事实。,"Cô ấy núp nguyên nhân thật, chỉ nói một phần sự thật.",她匿藏了真實原因，只說了部分事實。,tā nìcáng le zhēnshí yuányīn ， zhǐ shuō le bùfèn shìshí 。
他匿藏在水下，假装自己是条鱼。,"Anh ta núp dưới nước, giả vờ mình là con cá.",他匿藏在水下，假裝自己是條魚。,tā nìcáng zài shuǐxià ， jiǎzhuāng zìjǐ shì tiáoyú 。
这家企业匿藏在众多公司中间。,Công ty này núp giữa nhiều công ty.,這家企業匿藏在衆多公司中間。,zhèjiā qǐyè nìcáng zài zhòngduō gōngsī zhōngjiān 。
他匿藏在树林中，等待时机。,"Anh ta núp trong rừng, chờ thời cơ.",他匿藏在樹林中，等待時機。,tā nìcáng zài shùlín zhōng ， děngdài shíjī 。
她匿藏了她的恐惧，始终保持微笑。,"Cô ấy núp sợ hãi, luôn giữ nụ cười.",她匿藏了她的恐懼，始終保持微笑。,tā nìcáng le tā de kǒngjù ， shǐzhōngbǎochí wēixiào 。
这种技术被匿藏了数十年，直到最近才被公开。,"Công nghệ này bị núp suốt nhiều thập kỷ, chỉ đến gần đây mới được công bố.",這種技術被匿藏了數十年，直到最近才被公開。,zhèzhǒng jìshù bèi nìcáng le shùshínián ， zhídào zuìjìn cái bèi gōngkāi 。
他匿藏在阴影中，以免被发现。,"Anh ta núp trong bóng tối, để không bị phát hiện.",他匿藏在陰影中，以免被發現。,tā nìcáng zài yīnyǐng zhōng ， yǐmiǎn bèi fāxiàn 。
这种策略被匿藏在复杂的计划中。,Chiến lược này bị núp trong kế hoạch phức tạp.,這種策略被匿藏在複雜的計劃中。,zhèzhǒng cèlüè bèi nìcáng zài fùzá de jìhuà zhōng 。
他匿藏了真实身份，只透露了假名。,"Anh ta núp danh tính thật, chỉ tiết lộ tên giả.",他匿藏了真實身份，只透露了假名。,tā nìcáng le zhēnshí shēnfèn ， zhǐ tòulù le jiǎmíng 。
这种秘密被匿藏在无数的文件中。,Bí mật này bị núp trong hàng trăm văn kiện.,這種祕密被匿藏在無數的文件中。,zhèzhǒng mìmì bèi nìcáng zài wúshù de wénjiàn zhōng 。
他匿藏在人群中，悄悄地离开了。,"Anh ta núp trong đám đông, lặng lẽ rời đi.",他匿藏在人羣中，悄悄地離開了。,tā nìcáng zài rénqún zhōng ， qiāoqiāodì líkāi le 。
这种疾病匿藏在患者体内多年，未被发现。,"Bệnh này núp trong cơ thể bệnh nhân nhiều năm, không được phát hiện.",這種疾病匿藏在患者體內多年，未被發現。,zhèzhǒng jíbìng nìcáng zài huànzhě tǐnèi duōnián ， wèibèifāxiàn 。
她匿藏了她的担忧，没让任何人知道。,"Cô ấy núp lo lắng, không để ai biết.",她匿藏了她的擔憂，沒讓任何人知道。,tā nìcáng le tā de dānyōu ， méi ràng rènhérén zhīdào 。
这种技术被匿藏在复杂的代码中。,Công nghệ này bị núp trong mã phức tạp.,這種技術被匿藏在複雜的代碼中。,zhèzhǒng jìshù bèi nìcáng zài fùzá de dàimǎ zhōng 。
他自认为地位卑微，不敢多言。,"Anh ta tự cho rằng mình thấp hèn, không dám nói nhiều.",他自認爲地位卑微，不敢多言。,tā zì rènwéi dìwèi bēiwēi ， bùgǎn duōyán 。
卑微的小草也有生命。,Cỏ nhỏ bé cũng có sự sống.,卑微的小草也有生命。,bēiwēi de xiǎocǎo yě yǒu shēngmìng 。
他自谦说自己能力卑微。,Anh ta tự xưng mình năng lực thấp hèn.,他自謙說自己能力卑微。,tā zìqiān shuō zìjǐ nénglì bēiwēi 。
卑鄙的行为不应该被容忍。,Hành vi hèn hạ không nên được dung túng.,卑鄙的行爲不應該被容忍。,bēibǐ de xíngwéi bù yīnggāi bèi róngrěn 。
卑劣的行为遭人唾弃。,Hành vi hèn hạ bị người ta khinh bỉ.,卑劣的行爲遭人唾棄。,bēiliè de xíngwéi zāo rén tuòqì 。
卑微的声音在风中飘荡。,Tiếng nói thấp hèn bay lượn trong gió.,卑微的聲音在風中飄蕩。,bēiwēi de shēngyīn zài fēngzhōng piāodàng 。
卑鄙的小人总是自作聪明。,Người hèn hạ luôn tự cho mình là thông minh.,卑鄙的小人總是自作聰明。,bēibǐ de xiǎorén zǒngshì zìzuòcōngmíng 。
他卑微的身份让他难以出头。,Vị trí thấp hèn của anh ấy khiến anh ta khó nổi bật.,他卑微的身份讓他難以出頭。,tā bēiwēi de shēnfèn ràng tā nányǐ chūtóu 。
卑微的花朵也渴望阳光。,Hoa nhỏ bé cũng mong muốn ánh nắng.,卑微的花朵也渴望陽光。,bēiwēi de huāduǒ yě kěwàng yángguāng 。
卑鄙的手段不会带来好结果。,Phương pháp hèn hạ không mang lại kết quả tốt.,卑鄙的手段不會帶來好結果。,bēibǐ de shǒuduàn búhuì dàilái hǎo jiéguǒ 。
卑微的请求被忽视了。,Yêu cầu thấp hèn bị bỏ qua.,卑微的請求被忽視了。,bēiwēi de qǐngqiú bèihūshì le 。
卑微的梦想也值得追求。,Mơ ước thấp hèn cũng đáng được theo đuổi.,卑微的夢想也值得追求。,bēiwēi de mèngxiǎng yě zhíde zhuīqiú 。
卑微的种子也能长成参天大树。,Bụi nhỏ bé cũng có thể lớn thành cây đại thụ.,卑微的種子也能長成參天大樹。,bēiwēi de zhǒngzi yě néng zhǎngchéng cāntiāndàshù 。
卑微的声音常常被忽略。,Tiếng nói thấp hèn thường bị bỏ qua.,卑微的聲音常常被忽略。,bēiwēi de shēngyīn chángcháng bèi hūlüè 。
卑微的希望有时也能成真。,Mơ ước thấp hèn đôi khi cũng trở thành sự thật.,卑微的希望有時也能成真。,bēiwēi de xīwàng yǒushí yě néng chéngzhēn 。
卑微的草木也能见证历史。,Cỏ cây nhỏ bé cũng có thể chứng kiến lịch sử.,卑微的草木也能見證歷史。,bēiwēi de cǎomù yě néng jiànzhèng lìshǐ 。
卑微的生命也有其价值。,Sự sống thấp hèn cũng có giá trị.,卑微的生命也有其價值。,bēiwēi de shēngmìng yě yǒu qí jiàzhí 。
卑微的虫子也能影响环境。,Côn trùng nhỏ bé cũng có thể ảnh hưởng đến môi trường.,卑微的蟲子也能影響環境。,bēiwēi de chóngzi yě néng yǐngxiǎng huánjìng 。
卓有成效的改革得到了广泛支持。,Những cải cách có hiệu quả đã nhận được sự ủng hộ rộng rãi.,卓有成效的改革得到了廣泛支持。,zhuóyǒuchéngxiào de gǎigé dédào le guǎngfànzhīchí 。
这座建筑的设计非常独特，卓然出众。,"Kiến trúc của tòa nhà này rất độc đáo, nổi bật hơn hẳn.",這座建築的設計非常獨特，卓然出衆。,zhèzuò jiànzhù de shèjì fēicháng dútè ， zhuórán chūzhòng 。
这个解决方案真是卓有成效。,Giải pháp này thật sự rất hiệu quả.,這個解決方案真是卓有成效。,zhège jiějuéfāngàn zhēnshì zhuóyǒuchéngxiào 。
他的演讲非常精彩，卓然出众。,"Bài phát biểu của anh ấy rất tuyệt vời, nổi bật hơn hẳn.",他的演講非常精彩，卓然出衆。,tā de yǎnjiǎng fēicháng jīngcǎi ， zhuórán chūzhòng 。
这次会议取得了卓有成效的结果。,Cuộc họp này đã đạt được kết quả rất hiệu quả.,這次會議取得了卓有成效的結果。,zhècì huìyì qǔdé le zhuóyǒuchéngxiào de jiéguǒ 。
他的领导能力非常强，卓然出众。,"Năng lực lãnh đạo của anh ấy rất mạnh mẽ, nổi bật hơn hẳn.",他的領導能力非常強，卓然出衆。,tā de lǐngdǎo nénglì fēicháng qiáng ， zhuórán chūzhòng 。
这场音乐会非常精彩，卓然出众。,"Buổi biểu diễn âm nhạc này rất tuyệt vời, nổi bật hơn hẳn.",這場音樂會非常精彩，卓然出衆。,zhèchǎng yīnyuèhuì fēicháng jīngcǎi ， zhuórán chūzhòng 。
这次比赛他表现出色，卓然出众。,"Trong cuộc thi này, anh ấy đã thể hiện xuất sắc, nổi bật hơn hẳn.",這次比賽他表現出色，卓然出衆。,zhècì bǐsài tā biǎoxiànchūsè ， zhuórán chūzhòng 。
这个方案实施起来非常有效，卓有成效。,"Phương án này rất hiệu quả khi được triển khai, thật sự rất hiệu quả.",這個方案實施起來非常有效，卓有成效。,zhège fāngàn shíshī qǐlái fēicháng yǒuxiào ， zhuóyǒuchéngxiào 。
这次合作取得了卓有成效的成果。,Kết quả của cuộc hợp tác này thật sự rất hiệu quả.,這次合作取得了卓有成效的成果。,zhècì hézuò qǔdé le zhuóyǒuchéngxiào de chéngguǒ 。
他的书法技艺非常出色，卓然出众。,"Kỹ thuật thư pháp của anh ấy rất xuất sắc, nổi bật hơn hẳn.",他的書法技藝非常出色，卓然出衆。,tā de shūfǎ jìyì fēicháng chūsè ， zhuórán chūzhòng 。
他的研究工作非常出色，卓然出众。,"Công việc nghiên cứu của anh ấy rất xuất sắc, nổi bật hơn hẳn.",他的研究工作非常出色，卓然出衆。,tā de yánjiū gōngzuò fēicháng chūsè ， zhuórán chūzhòng 。
这次活动取得了卓有成效的结果。,Kết quả của sự kiện này thật sự rất hiệu quả.,這次活動取得了卓有成效的結果。,zhècì huódòng qǔdé le zhuóyǒuchéngxiào de jiéguǒ 。
这次比赛他表现出色，卓然出众。,"Trong cuộc thi này, anh ấy đã thể hiện xuất sắc, nổi bật hơn hẳn.",這次比賽他表現出色，卓然出衆。,zhècì bǐsài tā biǎoxiànchūsè ， zhuórán chūzhòng 。
